price,bed,bath,city,state,zip_code,house_size,city_enc,zip_enc,state_New York,state_New Jersey,latitude,longitude
1298000.0,3.0,2.0,Bayside,New York,11364,1712.0,940432.8965517242,1006243.0262810538,1,0,40.7428,-73.7588
350000.0,2.0,1.0,Brooklyn,New York,11207,920.0,1131744.071563981,960770.4090909092,1,0,40.6705,-73.894
899000.0,2.0,2.0,Flushing,New York,11355,922.0,746335.1,707483.1818181818,1,0,40.7536,-73.8226
419000.0,2.0,1.0,Forest Hills,New York,11375,950.0,685614.375,714092.4242424242,1,0,40.7229,-73.8473
520000.0,1.0,1.0,Rego Park,New York,11374,780.0,500312.8157894737,528372.6458333334,1,0,40.7278,-73.8602
2750000.0,6.0,4.0,New York,New York,11233,3276.0,2761969.686860528,1164888.888888889,1,0,40.6784,-73.9211
620000.0,2.0,2.0,Flushing,New York,11354,718.0,746335.1,612038.1639344263,1,0,40.7667,-73.8241
1225000.0,1.0,2.0,New York,New York,11249,905.0,2761969.686860528,2051505.6818181816,1,0,40.6451,-73.945
559000.0,1.0,1.0,Flushing,New York,11354,714.0,746335.1,612038.1639344263,1,0,40.7667,-73.8241
1500000.0,2.0,2.0,New York,New York,10019,1213.0,2761969.686860528,3713007.9206349207,1,0,40.7651,-73.9858
625000.0,1.0,1.0,Manhattan,New York,10021,813.0,2993058.858934169,3076514.333333333,1,0,40.7685,-73.9588
1790000.0,2.0,2.0,New York,New York,10019,1166.0,2761969.686860528,3713007.9206349207,1,0,40.7651,-73.9858
4675000.0,4.0,3.0,New York,New York,11211,2461.0,2761969.686860528,1868594.2028985508,1,0,40.7095,-73.9563
1949000.0,6.0,4.0,New York,New York,11213,3725.0,2761969.686860528,1225638.290322568,1,0,40.67,-73.9367
415000.0,2.0,2.0,Bayside,New York,11360,1200.0,940432.8965517242,734302.5600135095,1,0,40.7807,-73.7812
299000.0,2.0,1.0,Bayside,New York,11361,850.0,940432.8965517242,1187139.788027087,1,0,40.7627,-73.7745
465000.0,1.0,1.0,Brooklyn,New York,11226,431.0,1131744.071563981,1012649.1803278688,1,0,40.6467,-73.957
888000.0,4.0,3.0,Douglaston,New York,11362,1520.0,669952.0844082201,792824.8148163442,1,0,40.7591,-73.7326
339000.0,1.0,1.0,Forest Hills,New York,11375,802.0,685614.375,714092.4242424242,1,0,40.7229,-73.8473
900000.0,6.0,2.0,Bronx,New York,10467,3479.0,564344.8060109289,380249.9189189189,1,0,40.8737,-73.8712
284999.0,1.0,1.0,Howard Beach,New York,11414,750.0,741301.5833693376,742509.1538510098,1,0,40.6588,-73.8438
3075000.0,2.0,2.0,New York,New York,10022,1793.0,2761969.686860528,2270035.3426573426,1,0,40.7571,-73.9657
449000.0,1.0,1.0,Forest Hills,New York,11375,850.0,685614.375,714092.4242424242,1,0,40.7229,-73.8473
525000.0,2.0,2.0,Forest Hills,New York,11375,1200.0,685614.375,714092.4242424242,1,0,40.7229,-73.8473
1395000.0,5.0,2.0,Brooklyn,New York,11215,2250.0,1131744.071563981,2104641.937062937,1,0,40.6669,-73.9828
675000.0,4.0,3.0,Brooklyn,New York,11208,1875.0,1131744.071563981,833142.7500004868,1,0,40.6762,-73.8736
849000.0,4.0,2.0,Staten Island,New York,10301,1200.0,773585.7734724293,733669.0792682926,1,0,40.6316,-74.0927
525000.0,3.0,2.0,Bronx,New York,10463,1550.0,564344.8060109289,472786.05429864256,1,0,40.8798,-73.9067
539000.0,3.0,1.0,Staten Island,New York,10302,1260.0,773585.7734724293,615584.6,1,0,40.6306,-74.1379
699000.0,3.0,2.0,Bronx,New York,10465,1992.0,564344.8060109289,635211.4634146341,1,0,40.8261,-73.8196
1129000.0,5.0,2.0,Bronx,New York,10465,3234.0,564344.8060109289,635211.4634146341,1,0,40.8261,-73.8196
319000.0,3.0,1.0,Bronx,New York,10462,1400.0,564344.8060109289,430217.4953271028,1,0,40.8434,-73.8602
168000.0,1.0,1.0,Bronx,New York,10463,800.0,564344.8060109289,472786.05429864256,1,0,40.8798,-73.9067
205000.0,1.0,1.0,Bronx,New York,10462,700.0,564344.8060109289,430217.4953271028,1,0,40.8434,-73.8602
1199000.0,5.0,3.0,Bed Stuy,New York,11233,2856.0,1638483.2832524166,1164888.888888889,1,0,40.6784,-73.9211
1925000.0,2.0,2.0,New York,New York,10013,1135.0,2761969.686860528,5114321.283464567,1,0,40.7185,-74.0025
925000.0,2.0,2.0,New York,New York,10030,1075.0,2988245.372111554,1068185.0,1,0,40.8183,-73.9426
1995000.0,2.0,2.0,New York,New York,10075,1600.0,2761969.686860528,5279485.067164179,1,0,40.7143,-74.006
1820000.0,1.0,2.0,New York,New York,11201,1333.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1199000.0,2.0,2.0,New York,New York,10016,850.0,2761969.686860528,2463460.5324675324,1,0,40.7443,-73.9781
750000.0,3.0,2.0,Bronx,New York,10461,1850.0,564344.8060109289,775233.8113207547,1,0,40.8465,-73.841
649900.0,3.0,3.0,Brownville,New York,11212,1116.0,903043.7168195632,844626.2669277713,1,0,40.6625,-73.9145
659000.0,3.0,2.0,Bronx,New York,10461,1593.0,564344.8060109289,775233.8113207547,1,0,40.8465,-73.841
1075000.0,6.0,2.0,Bronx,New York,10461,3524.0,564344.8060109289,775233.8113207547,1,0,40.8465,-73.841
2300000.0,4.0,4.0,Brooklyn,New York,11233,2544.0,1131744.071563981,1164888.888888889,1,0,40.6784,-73.9211
3295000.0,4.0,1.0,Brooklyn,New York,11209,1794.0,1131744.071563981,875259.6513761468,1,0,40.6251,-74.0303
2299900.0,3.0,3.0,Brooklyn,New York,11215,2234.0,1131744.071563981,2104641.937062937,1,0,40.6669,-73.9828
3495000.0,8.0,4.0,New York,New York,11218,4400.0,2761969.686860528,1226674.5254237289,1,0,40.6424,-73.9758
995000.0,1.0,1.0,New York,New York,11217,650.0,2761969.686860528,2085903.547619048,1,0,40.6816,-73.9798
1400000.0,1.0,1.0,New York,New York,10025,876.0,2761969.686860528,2338338.880952381,1,0,40.7975,-73.9683
1096455.0,1.0,1.0,New York,New York,11201,736.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
975000.0,1.0,1.0,New York,New York,10023,638.0,2761969.686860528,3853402.083832335,1,0,40.7764,-73.9827
1328440.0,1.0,1.0,New York,New York,11201,792.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
988000.0,5.0,2.0,Bronx,New York,10462,2950.0,564344.8060109289,430217.4953271028,1,0,40.8434,-73.8602
189999.0,2.0,2.0,Bronx,New York,10465,700.0,564344.8060109289,635211.4634146341,1,0,40.8261,-73.8196
509000.0,5.0,4.0,Staten Island,New York,10301,1191.0,773585.7734724293,733669.0792682926,1,0,40.6316,-74.0927
1298000.0,3.0,4.0,Fresh Meadows,New York,11365,2360.0,1195409.0453762533,993049.9505552724,1,0,40.7374,-73.7951
800000.0,3.0,2.0,Forest Hills,New York,11375,1361.0,685614.375,714092.4242424242,1,0,40.7229,-73.8473
719000.0,2.0,2.0,Forest Hills,New York,11375,1280.0,685614.375,714092.4242424242,1,0,40.7229,-73.8473
218000.0,1.0,1.0,Bronx,New York,10463,900.0,564344.8060109289,472786.05429864256,1,0,40.8798,-73.9067
335000.0,2.0,1.0,Maspeth,New York,11378,800.0,905625.057060324,891500.0083070433,1,0,40.7239,-73.8997
1150000.0,5.0,2.0,Flushing,New York,11355,1642.0,746335.1,707483.1818181818,1,0,40.7536,-73.8226
3250000.0,3.0,2.0,New York,New York,10011,1600.0,2988245.372111554,3762317.028391167,1,0,40.7402,-73.9996
3995000.0,4.0,4.0,New York,New York,10003,2950.0,2761969.686860528,3464690.3225806453,1,0,40.7313,-73.9892
1425000.0,2.0,1.0,New York,New York,10011,950.0,2761969.686860528,3762317.028391167,1,0,40.7402,-73.9996
2395000.0,2.0,2.0,New York,New York,10016,1374.0,2988245.372111554,2463460.5324675324,1,0,40.7443,-73.9781
1169820.0,1.0,1.0,New York,New York,11201,729.0,2761969.686860528,2552267.1621004567,1,0,40.694,-73.9903
1198888.0,5.0,3.0,Bronx,New York,10465,2950.0,564344.8060109289,635211.4634146341,1,0,40.8261,-73.8196
1550000.0,4.0,5.0,Staten Island,New York,10309,3540.0,773585.7734724293,943550.9619047618,1,0,40.5352,-74.2116
